abs_frame,local_frame,block_id,label,logit_score,continuity_score,ref_iou_score,combined_score,flagged,area_px,area_ratio,centroid_jump,reason
74,74,0,orange,0.1,0.8725,0.0761,0.3246,1,16961,0.921,19.1,ok
74,74,0,spotted,0.1,0.9957,0.0,0.3387,1,4500,1.001,0.6,ok
75,75,0,darkest,0.1,0.9881,0.0787,0.3601,0,6511,0.994,1.8,ref_iou_drift
75,75,0,brownish,0.1,0.9896,0.5543,0.5032,0,2885,0.994,1.6,ok
75,75,0,orange,0.1,0.8834,0.0309,0.3143,1,15945,0.94,17.5,ok
75,75,0,spotted,0.1,0.9935,0.0,0.338,1,4527,1.006,1.0,ok
76,76,0,darkest,0.1,0.9738,0.0724,0.3538,0,6439,0.989,3.9,ref_iou_drift
76,76,0,brownish,0.1,0.9714,0.4529,0.4673,0,2729,0.946,2.9,ok
76,76,0,orange,0.1,0.8737,0.0086,0.3047,1,15544,0.975,18.9,ok
76,76,0,spotted,0.1,0.9977,0.0,0.3393,1,4541,1.003,0.3,ok
77,77,0,darkest,0.1,0.98,0.0547,0.3504,0,6395,0.993,3.0,ref_iou_drift
77,77,0,brownish,0.1,0.9786,0.3658,0.4433,0,2786,1.021,3.2,ok
77,77,0,orange,0.1,0.865,0.0,0.2995,1,15918,1.024,20.3,ok
77,77,0,spotted,0.1,0.9884,0.0,0.3365,1,4438,0.977,1.2,ok
78,78,0,darkest,0.1,0.9572,0.0406,0.3393,1,6942,1.086,3.9,ok
78,78,0,brownish,0.1,0.9815,0.3131,0.4284,0,2889,1.037,2.1,ok
78,78,0,orange,0.1,0.8794,0.0,0.3038,1,15246,0.958,18.1,ok
78,78,0,spotted,0.1,0.9976,0.0,0.3393,1,4459,1.005,0.3,ok
79,79,0,darkest,0.1,0.9693,0.0319,0.3404,1,6711,0.967,4.6,ok
79,79,0,brownish,0.1,0.9801,0.2539,0.4102,0,2881,0.997,3.0,ok
79,79,0,orange,0.1,0.947,0.0,0.3241,1,14597,0.957,7.9,ok
79,79,0,spotted,0.1,0.9987,0.0,0.3396,1,4471,1.003,0.2,ok
80,80,0,darkest,0.1,0.981,0.0205,0.3404,1,6740,1.004,2.9,ok
80,80,0,brownish,0.1,0.9807,0.1962,0.3931,0,2780,0.965,2.9,ok
80,80,0,orange,0.1,0.9645,0.0,0.3294,1,14091,0.965,5.3,ok
80,80,0,spotted,0.1,0.9983,0.0,0.3395,1,4456,0.997,0.2,ok
81,81,0,darkest,0.1,0.9835,0.0132,0.339,1,6962,1.033,2.0,ok
81,81,0,brownish,0.1,0.9887,0.1839,0.3918,0,2843,1.023,0.7,ok
81,81,0,orange,0.1,0.9614,0.0,0.3284,1,14093,1.0,5.8,ok
81,81,0,spotted,0.1,0.9992,0.0,0.3398,1,4463,1.002,0.1,ok
82,82,0,darkest,0.1,0.9837,0.0063,0.337,1,7189,1.033,2.1,ok
82,82,0,brownish,0.1,0.993,0.1565,0.3849,0,2834,0.997,1.1,ok
82,82,0,orange,0.1,0.954,0.0,0.3262,1,15390,1.092,6.7,ok
82,82,0,spotted,0.1,0.9986,0.0,0.3396,1,4461,1.0,0.2,ok
83,83,0,darkest,0.1,0.9531,0.0,0.3259,1,6572,0.914,5.5,ok
83,83,0,brownish,0.1,0.9724,0.1348,0.3722,0,2686,0.948,2.1,ok
83,83,0,orange,0.1,0.9182,0.0,0.3155,1,15131,0.983,12.3,ok
83,83,0,spotted,0.1,0.9954,0.0,0.3386,1,4502,1.009,0.6,ok
84,84,0,darkest,0.1,0.988,0.0,0.3364,1,6436,0.979,1.8,ok
84,84,0,brownish,0.1,0.9983,0.1328,0.3793,0,2695,1.003,0.2,ok
84,84,0,orange,0.1,0.9878,0.0,0.3364,1,14772,0.976,1.8,ok
84,84,0,spotted,0.1,0.9979,0.0,0.3394,1,4521,1.004,0.3,ok
85,85,0,darkest,0.1,0.989,0.0,0.3367,1,6498,1.01,1.6,ok
85,85,0,brownish,0.1,0.9991,0.132,0.3793,0,2690,0.998,0.1,ok
85,85,0,orange,0.1,0.9793,0.0,0.3338,1,14184,0.96,2.8,ok
85,85,0,spotted,0.1,0.9982,0.0,0.3395,1,4537,1.004,0.2,ok
86,86,0,darkest,0.1,0.989,0.0,0.3367,1,6611,1.017,1.7,ok
86,86,0,brownish,0.1,0.9959,0.1313,0.3781,0,2668,0.992,0.3,ok
86,86,0,orange,0.1,0.9825,0.0,0.3348,1,13810,0.974,2.6,ok
86,86,0,spotted,0.1,0.9976,0.0,0.3393,1,4515,0.995,0.3,ok
87,87,0,darkest,0.1,0.9918,0.0,0.3375,1,6643,1.005,1.2,ok
87,87,0,brownish,0.1,0.9966,0.1359,0.3798,0,2660,0.997,0.5,ok
87,87,0,orange,0.1,0.9824,0.0,0.3347,1,13517,0.979,2.6,ok
87,87,0,spotted,0.1,0.9975,0.0,0.3392,1,4529,1.003,0.4,ok
88,88,0,darkest,0.1,0.9906,0.0,0.3372,1,6594,0.993,1.4,ok
88,88,0,brownish,0.1,0.9868,0.1413,0.3784,0,2730,1.026,1.5,ok
88,88,0,orange,0.1,0.9792,0.0,0.3337,1,13108,0.97,3.1,ok
88,88,0,spotted,0.1,0.9989,0.0,0.3397,1,4519,0.998,0.1,ok
89,89,0,darkest,0.1,0.9956,0.0,0.3387,1,6537,0.991,0.3,ok
89,89,0,brownish,0.1,0.9891,0.1446,0.3801,0,2770,1.015,1.6,ok
89,89,0,orange,0.1,0.9916,0.0,0.3375,1,12905,0.985,1.3,ok
89,89,0,spotted,0.1,0.998,0.0,0.3394,1,4520,1.0,0.3,ok
90,90,0,darkest,0.1,0.9867,0.0,0.336,1,6566,1.004,2.0,ok
90,90,0,brownish,0.1,0.991,0.1496,0.3822,0,2820,1.018,1.3,ok
90,90,0,orange,0.1,0.9905,0.0,0.3372,1,12726,0.986,1.4,ok
90,90,0,spotted,0.1,0.9977,0.0,0.3393,1,4536,1.004,0.4,ok
91,91,0,darkest,0.1,0.9746,0.0,0.3324,1,6609,1.007,3.8,ok
91,91,0,brownish,0.1,0.9919,0.1518,0.3831,0,2775,0.984,0.7,ok
91,91,0,orange,0.1,0.989,0.0,0.3367,1,12588,0.989,1.7,ok
91,91,0,spotted,0.1,0.9989,0.0,0.3397,1,4532,0.999,0.2,ok
92,92,0,darkest,0.1,0.9612,0.0,0.3284,1,6729,1.018,5.8,ok
92,92,0,brownish,0.1,0.9925,0.1535,0.3838,0,2734,0.985,0.4,ok
92,92,0,orange,0.1,0.9898,0.0,0.337,1,12479,0.991,1.5,ok
92,92,0,spotted,0.1,0.9968,0.0,0.339,1,4561,1.006,0.3,ok
93,93,0,darkest,0.1,0.9762,0.0,0.3329,1,6730,1.0,3.6,ok
93,93,0,brownish,0.1,0.9976,0.1569,0.3864,0,2741,1.003,0.4,ok
93,93,0,orange,0.1,0.9851,0.0,0.3355,1,12118,0.971,1.6,ok
93,93,0,spotted,0.1,0.9969,0.0,0.3391,1,4589,1.006,0.2,ok
94,94,0,darkest,0.1,0.9843,0.0,0.3353,1,6941,1.031,2.2,ok
94,94,0,brownish,0.1,0.998,0.1611,0.3877,0,2752,1.004,0.2,ok
94,94,0,orange,0.1,0.9848,0.0,0.3354,1,11803,0.974,2.3,ok
94,94,0,spotted,0.1,0.9981,0.0,0.3394,1,4584,0.999,0.3,ok
95,95,0,darkest,0.1,0.9477,0.0,0.3243,1,6511,0.938,7.8,ok
95,95,0,brownish,0.1,0.9987,0.1649,0.3891,0,2754,1.001,0.2,ok
95,95,0,orange,0.1,0.9849,0.0,0.3355,1,11535,0.977,2.3,ok
95,95,0,spotted,0.1,0.9792,0.0,0.3338,1,4775,1.042,2.3,ok
96,96,0,darkest,0.1,0.9686,0.0,0.3306,1,6244,0.959,4.7,ok
96,96,0,brownish,0.1,0.9995,0.1639,0.389,0,2757,1.001,0.1,ok
96,96,0,orange,0.1,0.9551,0.0,0.3265,1,12236,1.061,6.7,ok
96,96,0,spotted,0.1,0.9871,0.0,0.3361,1,4898,1.026,0.6,ok
97,97,0,darkest,0.1,0.9742,0.0,0.3323,1,6284,1.006,3.9,ok
97,97,0,brownish,0.1,0.9984,0.1663,0.3894,0,2748,0.997,0.0,ok
97,97,0,orange,0.1,0.9866,0.0,0.336,1,12503,1.022,2.0,ok
97,97,0,spotted,0.1,0.9966,0.0,0.339,1,4929,1.006,0.5,ok
98,98,0,darkest,0.1,0.9769,0.0,0.3331,1,6570,1.046,3.5,ok
98,98,0,brownish,0.1,0.9896,0.1858,0.3926,0,2784,1.013,1.6,ok
98,98,0,orange,0.1,0.991,0.0,0.3373,1,12334,0.986,1.4,ok
98,98,0,spotted,0.1,0.9973,0.0,0.3392,1,4903,0.995,0.2,ok
99,99,0,darkest,0.1,0.9648,0.0,0.3294,1,6138,0.934,4.0,ok
99,99,0,brownish,0.1,0.9962,0.1838,0.394,0,2775,0.997,0.6,ok
99,99,0,orange,0.1,0.9938,0.0,0.3381,1,12269,0.995,0.9,ok
99,99,0,spotted,0.1,0.9914,0.0,0.3374,1,4820,0.983,1.2,ok
100,100,0,darkest,0.1,0.9841,0.0,0.3352,1,5949,0.969,1.9,ok
100,100,0,brownish,0.1,0.9906,0.19,0.3942,0,2724,0.982,1.0,ok
100,100,0,orange,0.1,0.9926,0.0,0.3378,1,12302,1.003,1.1,ok
100,100,0,spotted,0.1,0.9934,0.0,0.338,1,4769,0.989,1.0,ok
101,101,0,darkest,0.1,0.9935,0.0,0.3381,1,5934,0.997,1.0,ok
101,101,0,brownish,0.1,0.9798,0.1718,0.3855,0,2618,0.961,1.0,ok
101,101,0,orange,0.1,0.9603,0.0,0.3281,1,11398,0.927,5.9,ok
101,101,0,spotted,0.1,0.9927,0.0,0.3378,1,4740,0.994,1.1,ok
102,102,0,darkest,0.1,0.9838,0.0,0.3351,1,5874,0.99,2.4,ok
102,102,0,brownish,0.1,0.9754,0.1735,0.3847,0,2747,1.049,1.0,ok
102,102,0,orange,0.1,0.9683,0.0,0.3305,1,10844,0.951,4.8,ok
102,102,0,spotted,0.1,0.9919,0.0,0.3376,1,4735,0.999,1.2,ok
103,103,0,darkest,0.1,0.9873,0.0,0.3362,1,5728,0.975,1.6,ok
103,103,0,brownish,0.1,0.9833,0.1537,0.3811,0,2658,0.968,1.4,ok
103,103,0,orange,0.1,0.9672,0.0,0.3302,1,10177,0.938,4.6,ok
103,103,0,spotted,0.1,0.9956,0.0,0.3387,1,4744,1.002,0.7,ok
104,104,0,darkest,0.1,0.9954,0.0,0.3386,1,5781,1.009,0.5,ok
104,104,0,brownish,0.1,0.9834,0.1547,0.3814,0,2746,1.033,2.0,ok
104,104,0,orange,0.1,0.9643,0.0,0.3293,1,10178,1.0,5.4,ok
104,104,0,spotted,0.1,0.9946,0.0,0.3384,1,4732,0.997,0.8,ok
105,105,0,darkest,0.1,0.973,0.0,0.3319,1,5485,0.949,3.4,ok
105,105,0,brownish,0.1,0.9868,0.1439,0.3792,0,2773,1.01,2.0,ok
105,105,0,orange,0.1,0.9806,0.0,0.3342,1,9859,0.969,2.9,ok
105,105,0,spotted,0.1,0.9927,0.0,0.3378,1,4691,0.991,1.1,ok
106,106,0,darkest,0.1,0.976,0.0,0.3328,1,5234,0.954,1.8,ok
106,106,0,brownish,0.1,0.9896,0.134,0.3771,0,2759,0.995,1.6,ok
106,106,0,orange,0.1,0.9361,0.0,0.3208,1,10923,1.108,9.6,ok
106,106,0,spotted,0.1,0.9955,0.0,0.3386,1,4732,1.009,0.7,ok
107,107,0,darkest,0.1,0.9727,0.0,0.3318,1,4963,0.948,1.5,ok
107,107,0,brownish,0.1,0.9911,0.1213,0.3737,0,2739,0.993,1.3,ok
107,107,0,orange,0.1,0.9345,0.0,0.3204,1,11063,1.013,9.8,ok
107,107,0,spotted,0.1,0.9944,0.0,0.3383,1,4680,0.989,0.3,ok
108,108,0,darkest,0.1,0.99,0.0001,0.337,1,4961,1.0,1.5,ok
108,108,0,brownish,0.1,0.9908,0.1094,0.3701,0,2704,0.987,1.4,ok
108,108,0,orange,0.1,0.9451,0.0,0.3235,1,10126,0.915,8.2,ok
108,108,0,spotted,0.1,0.9745,0.0,0.3324,1,4453,0.951,2.7,ok
109,109,0,darkest,0.1,0.9916,0.0007,0.3377,1,5013,1.01,1.3,ok
109,109,0,brownish,0.1,0.9929,0.1003,0.368,0,2709,1.002,1.1,ok
109,109,0,orange,0.1,0.9934,0.0,0.338,1,9994,0.987,0.8,ok
109,109,0,spotted,0.1,0.9886,0.0,0.3366,1,4487,1.008,1.7,ok
110,110,0,darkest,0.1,0.9808,0.0014,0.3347,1,4854,0.968,2.9,ok
110,110,0,brownish,0.1,0.9937,0.0928,0.3659,0,2720,1.004,0.9,ref_iou_drift
110,110,0,orange,0.1,0.9827,0.0,0.3348,1,9793,0.98,2.6,ok
110,110,0,spotted,0.1,0.9765,0.0,0.3329,1,4525,1.008,3.5,ok
111,111,0,darkest,0.1,0.9617,0.0042,0.3298,1,4509,0.929,2.6,ok
111,111,0,brownish,0.1,0.9864,0.0844,0.3612,0,2794,1.027,1.0,ref_iou_drift
111,111,0,orange,0.1,0.9044,0.0,0.3113,1,10861,1.109,14.3,ok
111,111,0,spotted,0.1,0.9793,0.0,0.3338,1,4410,0.975,3.1,ok
112,112,0,darkest,0.1,0.959,0.0082,0.3301,1,4167,0.924,2.7,ok
112,112,0,brownish,0.1,0.9945,0.0762,0.3612,0,2819,1.009,0.8,ref_iou_drift
112,112,0,orange,0.1,0.9646,0.0,0.3294,1,10704,0.986,5.3,ok
112,112,0,spotted,0.1,0.9793,0.0,0.3338,1,4235,0.96,2.5,ok
113,113,0,darkest,0.1,0.9761,0.0147,0.3372,1,4026,0.966,3.6,ok
113,113,0,brownish,0.1,0.9933,0.0712,0.3593,0,2857,1.013,0.7,ref_iou_drift
113,113,0,orange,0.1,0.9201,0.0,0.316,1,10881,1.017,12.0,ok
113,113,0,spotted,0.1,0.9724,0.0,0.3317,1,4374,1.033,4.1,ok
114,114,0,darkest,0.1,0.9888,0.0215,0.3431,1,4004,0.995,1.7,ok
114,114,0,brownish,0.1,0.9877,0.0677,0.3566,0,2927,1.025,1.5,ref_iou_drift
114,114,0,orange,0.1,0.9321,0.0,0.3196,1,11286,1.037,10.2,ok
114,114,0,spotted,0.1,0.98,0.0,0.334,1,4444,1.016,3.0,ok
115,115,0,darkest,0.1,0.9802,0.0324,0.3438,1,3947,0.986,3.0,ok
115,115,0,brownish,0.1,0.9978,0.0674,0.3596,0,2935,1.003,0.3,ref_iou_drift
115,115,0,orange,0.1,0.9438,0.0,0.3231,1,11741,1.04,8.4,ok
115,115,0,spotted,0.1,0.9734,0.0,0.332,1,4302,0.968,4.0,ok
116,116,0,darkest,0.1,0.9648,0.0493,0.3442,1,4059,1.028,5.3,ok
116,116,0,brownish,0.1,0.9991,0.0697,0.3607,0,2933,0.999,0.1,ref_iou_drift
116,116,0,orange,0.1,0.9481,0.0,0.3244,1,11320,0.964,7.8,ok
116,116,0,spotted,0.1,0.9824,0.0,0.3347,1,4247,0.987,2.6,ok
117,117,0,darkest,0.1,0.973,0.0625,0.3507,0,4102,1.011,4.0,ref_iou_drift
117,117,0,brownish,0.1,0.9935,0.0734,0.3601,0,2971,1.013,0.3,ref_iou_drift
117,117,0,orange,0.1,0.9467,0.0,0.324,1,11100,0.981,8.0,ok
117,117,0,spotted,0.1,0.976,0.0,0.3328,1,4451,1.048,2.3,ok
118,118,0,darkest,0.1,0.9563,0.0781,0.3503,0,4067,0.991,6.6,ref_iou_drift
118,118,0,brownish,0.1,0.9988,0.0761,0.3625,0,2978,1.002,0.1,ref_iou_drift
118,118,0,orange,0.1,0.9218,0.0,0.3166,1,12378,1.115,11.7,ok
118,118,0,spotted,0.1,0.9626,0.0,0.3288,1,4618,1.038,5.6,ok
119,119,0,darkest,0.1,0.9723,0.091,0.359,0,4066,1.0,4.2,ref_iou_drift
119,119,0,brownish,0.1,0.9944,0.0758,0.3611,0,2945,0.989,0.2,ref_iou_drift
119,119,0,orange,0.1,0.9194,0.0002,0.3159,1,13369,1.08,12.1,ok
119,119,0,spotted,0.1,0.9814,0.0,0.3344,1,4529,0.981,2.8,ok
120,120,0,darkest,0.1,0.9773,0.1051,0.3647,0,3998,0.983,3.4,ok
120,120,0,brownish,0.1,0.9976,0.0758,0.362,0,2931,0.995,0.2,ref_iou_drift
120,120,0,orange,0.1,0.9467,0.0,0.324,1,13264,0.992,8.0,ok
120,120,0,spotted,0.1,0.9768,0.0,0.333,1,4536,1.002,3.5,ok
121,121,0,darkest,0.1,0.9796,0.1143,0.3682,0,3888,0.972,3.1,ok
121,121,0,brownish,0.1,0.9969,0.0767,0.3621,0,2949,1.006,0.3,ref_iou_drift
121,121,0,orange,0.1,0.9501,0.0,0.325,1,13208,0.996,7.5,ok
121,121,0,spotted,0.1,0.9821,0.0,0.3346,1,4563,1.006,2.7,ok
122,122,0,darkest,0.1,0.957,0.1445,0.3704,0,4044,1.04,6.5,ok
122,122,0,brownish,0.1,0.9989,0.0742,0.362,0,2948,1.0,0.2,ref_iou_drift
122,122,0,orange,0.1,0.9439,0.0,0.3232,1,13242,1.003,8.4,ok
122,122,0,spotted,0.1,0.9764,0.0,0.3329,1,4767,1.045,3.5,ok
123,123,0,darkest,0.1,0.9669,0.1483,0.3745,0,4111,1.017,5.0,ok
123,123,0,brownish,0.1,0.9971,0.0769,0.3622,0,2965,1.006,0.2,ref_iou_drift
123,123,0,orange,0.1,0.9579,0.0,0.3274,1,13812,1.043,6.3,ok
123,123,0,spotted,0.1,0.9744,0.0,0.3323,1,4672,0.98,3.8,ok
124,124,0,darkest,0.1,0.9632,0.1614,0.3774,0,4053,0.986,5.5,ok
124,124,0,brownish,0.1,0.9966,0.0789,0.3626,0,2985,1.007,0.2,ref_iou_drift
124,124,0,orange,0.1,0.9553,0.0,0.3266,1,13953,1.01,6.7,ok
124,124,0,spotted,0.1,0.9768,0.0,0.333,1,4583,0.981,3.5,ok
125,125,0,darkest,0.1,0.9606,0.177,0.3813,0,4157,1.026,5.9,ok
125,125,0,brownish,0.1,0.9963,0.0746,0.3613,0,2963,0.993,0.2,ref_iou_drift
125,125,0,orange,0.1,0.909,0.0,0.3127,1,15529,1.113,13.7,ok
125,125,0,spotted,0.1,0.9796,0.0,0.3339,1,4560,0.995,3.1,ok
126,126,0,darkest,0.1,0.9509,0.1825,0.38,0,4044,0.973,7.4,ok
126,126,0,brownish,0.1,0.9931,0.0775,0.3612,0,3004,1.014,0.5,ref_iou_drift
126,126,0,orange,0.1,0.9387,0.0,0.3216,1,16165,1.041,9.2,ok
126,126,0,spotted,0.1,0.9769,0.0,0.3331,1,4374,0.959,3.5,ok
127,127,0,darkest,0.1,0.9327,0.1467,0.3638,0,3633,0.898,10.1,ok
127,127,0,brownish,0.1,0.9885,0.0878,0.3629,0,3073,1.023,1.2,ref_iou_drift
127,127,0,orange,0.1,0.9508,0.0,0.3253,1,16141,0.999,7.4,ok
127,127,0,spotted,0.1,0.9875,0.0,0.3362,1,4342,0.993,1.9,ok
128,128,0,darkest,0.1,0.9608,0.1264,0.3662,0,3369,0.927,5.0,ok
128,128,0,brownish,0.1,0.9871,0.0918,0.3637,0,3108,1.011,1.9,ref_iou_drift
128,128,0,orange,0.1,0.9342,0.0,0.3203,1,15756,0.976,9.9,ok
128,128,0,spotted,0.1,0.9883,0.0,0.3365,1,4352,1.002,1.8,ok
129,129,0,darkest,0.1,0.9307,0.0841,0.3444,1,2959,0.878,7.6,ok
129,129,0,brownish,0.1,0.9936,0.0961,0.3669,0,3148,1.013,0.2,ref_iou_drift
129,129,0,orange,0.1,0.8991,0.0,0.3097,1,14393,0.913,15.1,ok
129,129,0,spotted,0.1,0.9866,0.0,0.336,1,4265,0.98,2.0,ok
130,130,0,darkest,0.1,0.7432,0.0193,0.2687,1,1955,0.661,10.9,ok
130,130,0,brownish,0.1,0.9713,0.0884,0.3579,0,3329,1.057,1.0,ref_iou_drift
130,130,0,orange,0.1,0.8932,0.0015,0.3084,1,14040,0.975,16.0,ok
130,130,0,spotted,0.1,0.9789,0.0,0.3337,1,4318,1.012,3.2,ok
131,131,0,darkest,0.1,0.819,0.0088,0.2883,1,2044,1.046,27.1,ok
131,131,0,brownish,0.1,0.9718,0.1071,0.3637,0,3517,1.056,1.7,ok
131,131,0,orange,0.1,0.852,0.0,0.2956,1,13982,0.996,22.2,ok
131,131,0,spotted,0.1,0.9852,0.0,0.3356,1,4290,0.994,2.2,ok
132,132,0,darkest,0.1,0.8205,0.0012,0.2865,1,2778,1.359,25.7,ok
132,132,0,brownish,0.1,0.8851,0.091,0.3328,1,2860,0.813,6.6,ok
132,132,0,orange,0.1,0.8543,0.0,0.2963,1,15507,1.109,21.9,ok
132,132,0,spotted,0.1,0.9857,0.0,0.3357,1,4230,0.986,2.1,ok
133,133,0,darkest,0.1,0.7928,0.0,0.2778,1,1964,0.707,26.3,ok
133,133,0,brownish,0.1,0.9933,0.1006,0.3682,0,2872,1.004,1.0,ok
133,133,0,orange,0.1,0.865,0.0,0.2995,1,17177,1.108,20.3,ok
133,133,0,spotted,0.1,0.9835,0.0,0.335,1,4191,0.991,2.5,ok
134,134,0,darkest,0.1,0.9224,0.0,0.3167,1,2269,1.155,5.6,ok
134,134,0,brownish,0.1,0.9683,0.1125,0.3642,0,3054,1.063,1.4,ok
134,134,0,orange,0.1,0.7554,0.0,0.2666,1,18982,1.105,36.7,ok
134,134,0,spotted,0.1,0.9856,0.0,0.3357,1,4117,0.982,2.2,ok
135,135,0,darkest,0.1,0.9548,0.0,0.3264,1,2474,1.09,6.3,ok
135,135,0,brownish,0.1,0.9967,0.1166,0.374,0,3074,1.007,0.3,ok
135,135,0,orange,0.1,0.7363,0.0,0.2609,1,18390,0.969,39.5,ok
135,135,0,spotted,0.1,0.9901,0.0,0.337,1,4054,0.985,1.5,ok
136,136,0,darkest,0.1,0.9347,0.0,0.3204,1,2771,1.12,9.8,ok
136,136,0,brownish,0.1,0.9966,0.1173,0.3742,0,3053,0.993,0.2,ok
136,136,0,orange,0.1,0.74,0.0,0.262,1,19865,1.08,39.0,ok
136,136,0,spotted,0.1,0.9933,0.0,0.338,1,4051,0.999,1.0,ok
137,137,0,darkest,0.1,0.9087,0.0,0.3126,1,2728,0.984,13.7,ok
137,137,0,brownish,0.1,0.9951,0.1175,0.3738,0,3083,1.01,0.2,ok
137,137,0,orange,0.1,0.739,0.0,0.2617,1,19643,0.989,39.2,ok
137,137,0,spotted,0.1,0.9926,0.0,0.3378,1,4033,0.996,1.1,ok
138,138,0,darkest,0.1,0.9217,0.0,0.3165,1,2744,1.006,11.7,ok
138,138,0,brownish,0.1,0.9954,0.1168,0.3737,0,3055,0.991,0.4,ok
138,138,0,orange,0.1,0.6044,0.0,0.2213,1,20949,1.066,59.3,ok
138,138,0,spotted,0.1,0.9937,0.0,0.3381,1,4031,1.0,0.9,ok
139,139,0,darkest,0.1,0.9325,0.0,0.3197,1,2712,0.988,10.1,ok
139,139,0,brownish,0.1,0.9879,0.1135,0.3704,0,3129,1.024,1.2,ok
139,139,0,orange,0.1,0.7043,0.0,0.2513,1,20781,0.992,44.4,ok
139,139,0,spotted,0.1,0.9921,0.0,0.3376,1,4041,1.002,1.2,ok
140,140,0,darkest,0.1,0.9705,0.0,0.3311,1,2822,1.041,4.4,ok
140,140,0,brownish,0.1,0.9947,0.1132,0.3724,0,3096,0.989,0.1,ok
140,140,0,orange,0.1,0.7529,0.0,0.2659,1,21009,1.011,37.1,ok
140,140,0,spotted,0.1,0.9845,0.0,0.3354,1,3986,0.986,2.3,ok
141,141,0,darkest,0.1,0.979,0.0,0.3337,1,2940,1.042,3.1,ok
141,141,0,brownish,0.1,0.9985,0.1132,0.3735,0,3087,0.997,0.0,ok
141,141,0,orange,0.1,0.669,0.0,0.2407,1,24658,1.174,49.6,ok
141,141,0,spotted,0.1,0.9939,0.0,0.3382,1,4006,1.005,0.9,ok
142,142,0,darkest,0.1,0.9761,0.0,0.3328,1,2991,1.017,3.6,ok
142,142,0,brownish,0.1,0.9991,0.1134,0.3737,0,3087,1.0,0.1,ok
142,142,0,orange,0.1,0.739,0.0,0.2617,1,22253,0.902,39.1,ok
142,142,0,spotted,0.1,0.9908,0.0,0.3372,1,4080,1.018,1.3,ok
143,143,0,darkest,0.1,0.9729,0.0,0.3319,1,3044,1.018,4.1,ok
143,143,0,brownish,0.1,0.9987,0.1151,0.3741,0,3093,1.002,0.2,ok
143,143,0,orange,0.1,0.7601,0.0,0.268,1,22445,1.009,36.0,ok
143,143,0,spotted,0.1,0.9854,0.0,0.3356,1,4199,1.029,1.7,ok
144,144,0,darkest,0.1,0.9527,0.0,0.3258,1,3332,1.095,5.4,ok
144,144,0,brownish,0.1,0.9988,0.1159,0.3744,0,3092,1.0,0.2,ok
144,144,0,orange,0.1,0.7876,0.0,0.2763,1,20767,0.925,31.9,ok
144,144,0,spotted,0.1,0.9879,0.0,0.3364,1,4126,0.983,1.8,ok
145,145,0,darkest,0.1,0.977,0.0,0.3331,1,3351,1.006,3.4,ok
145,145,0,brownish,0.1,0.9934,0.1169,0.3731,0,3052,0.987,0.3,ok
145,145,0,orange,0.1,0.7878,0.0,0.2763,1,21666,1.043,31.8,ok
145,145,0,spotted,0.1,0.9913,0.0,0.3374,1,4130,1.001,1.3,ok
146,146,0,darkest,0.1,0.9411,0.0,0.3223,1,2998,0.895,3.0,ok
146,146,0,brownish,0.1,0.9936,0.1175,0.3733,0,3091,1.013,0.4,ok
146,146,0,orange,0.1,0.8433,0.0,0.293,1,22439,1.036,23.5,ok
146,146,0,spotted,0.1,0.9882,0.0,0.3365,1,4223,1.023,1.8,ok
147,147,0,darkest,0.1,0.9519,0.0,0.3256,1,2735,0.912,4.4,ok
147,147,0,brownish,0.1,0.9946,0.1182,0.3738,0,3058,0.989,0.4,ok
147,147,0,orange,0.1,0.8432,0.0,0.293,1,20592,0.918,23.5,ok
147,147,0,spotted,0.1,0.9939,0.0,0.3382,1,4172,0.988,0.8,ok
148,148,0,darkest,0.1,0.9603,0.0,0.3281,1,2534,0.927,3.7,ok
148,148,0,brownish,0.1,0.9977,0.1185,0.3749,0,3044,0.995,0.2,ok
148,148,0,orange,0.1,0.8835,0.0,0.3051,1,19781,0.961,17.5,ok
148,148,0,spotted,0.1,0.9914,0.0,0.3374,1,4144,0.993,1.3,ok
149,149,0,darkest,0.1,0.9066,0.0,0.312,1,2135,0.843,3.7,ok
149,149,0,brownish,0.1,0.9974,0.1194,0.375,0,3028,0.995,0.1,ok
149,149,0,orange,0.1,0.9257,0.0,0.3177,1,18708,0.946,11.1,ok
149,149,0,spotted,0.1,0.9708,0.0,0.3312,1,4386,1.058,2.8,ok
150,150,0,darkest,0.1,0.8865,0.0,0.3059,1,1740,0.815,2.7,ok
150,150,0,brownish,0.1,0.9978,0.1193,0.3751,0,3015,0.996,0.0,ok
150,150,0,orange,0.1,0.9337,0.0,0.3201,1,18259,0.976,9.9,ok
150,150,0,spotted,0.1,0.991,0.0,0.3373,1,4465,1.018,1.2,ok
151,151,0,darkest,0.1,0.9269,0.0,0.3181,1,1518,0.872,2.8,ok
151,151,0,brownish,0.1,0.9985,0.1181,0.375,0,3016,1.0,0.2,ok
151,151,0,orange,0.1,0.9528,0.0,0.3258,1,18427,1.009,7.1,ok
151,151,0,spotted,0.1,0.9902,0.0,0.3371,1,4501,1.008,1.5,ok
152,152,0,darkest,0.1,0.9327,0.0,0.3198,1,1338,0.881,1.4,ok
152,152,0,brownish,0.1,0.9931,0.1194,0.3737,0,2975,0.986,0.9,ok
152,152,0,orange,0.1,0.9633,0.0,0.329,1,18140,0.984,5.5,ok
