abs_frame,local_frame,block_id,label,logit_score,continuity_score,ref_iou_score,combined_score,flagged,area_px,area_ratio,centroid_jump,reason
2052,552,2,brownish,0.1,0.9688,0.0936,0.3587,0,14498,0.99,4.7,ref_iou_drift
2052,552,2,orange,0.1,0.8245,0.0009,0.2876,1,23726,1.108,26.3,ok
2052,552,2,spotted,0.1,0.9766,0.0352,0.3435,1,7620,0.977,3.5,ok
2053,553,2,darkest,0.1,0.9939,0.0868,0.3642,0,5993,0.988,0.7,ref_iou_drift
2053,553,2,brownish,0.1,0.9696,0.078,0.3543,0,14498,1.0,4.6,ref_iou_drift
2053,553,2,orange,0.1,0.8544,0.0009,0.2966,1,27445,1.157,21.8,ok
2053,553,2,spotted,0.1,0.9908,0.0303,0.3463,1,7568,0.993,1.4,ok
2054,554,2,darkest,0.1,0.9982,0.0813,0.3639,0,5993,1.0,0.3,ref_iou_drift
2054,554,2,brownish,0.1,0.9268,0.0412,0.3304,1,15400,1.062,11.0,ok
2054,554,2,orange,0.1,0.8368,0.0004,0.2911,1,29837,1.087,24.5,ok
2054,554,2,spotted,0.1,0.9919,0.0298,0.3465,1,7691,1.016,0.7,ok
2055,555,2,darkest,0.1,0.9963,0.0795,0.3627,0,5970,0.996,0.5,ref_iou_drift
2055,555,2,brownish,0.1,0.949,0.0052,0.3262,1,15249,0.99,7.7,ok
2055,555,2,orange,0.1,0.8359,0.0115,0.2942,1,34572,1.159,24.6,ok
2055,555,2,spotted,0.1,0.9678,0.0312,0.3397,1,8187,1.064,3.4,ok
2056,556,2,darkest,0.1,0.9967,0.078,0.3624,0,6009,1.007,0.4,ref_iou_drift
2056,556,2,brownish,0.1,0.9351,0.0011,0.3209,1,15471,1.015,9.7,ok
2056,556,2,orange,0.1,0.854,0.03,0.3052,1,39334,1.138,21.9,ok
2056,556,2,spotted,0.1,0.9734,0.0335,0.3421,1,8586,1.049,4.0,ok
2057,557,2,darkest,0.1,0.9977,0.0761,0.3621,0,6006,1.0,0.3,ref_iou_drift
2057,557,2,brownish,0.1,0.9395,0.0002,0.3219,1,15516,1.003,9.1,ok
2057,557,2,orange,0.1,0.8883,0.0585,0.324,1,44188,1.123,16.8,ok
2057,557,2,spotted,0.1,0.9762,0.0361,0.3437,1,8902,1.037,3.6,ok
2058,558,2,darkest,0.1,0.9982,0.076,0.3623,0,5985,0.997,0.2,ref_iou_drift
2058,558,2,brownish,0.1,0.8941,0.0,0.3082,1,14054,0.906,15.9,ok
2058,558,2,orange,0.1,0.8663,0.106,0.3317,1,46723,1.057,20.1,ok
2058,558,2,spotted,0.1,0.9881,0.0373,0.3476,1,8962,1.007,1.8,ok
2059,559,2,darkest,0.1,0.9989,0.0758,0.3624,0,5998,1.002,0.2,ref_iou_drift
2059,559,2,brownish,0.1,0.9591,0.0,0.3277,1,13763,0.979,6.1,ok
2059,559,2,orange,0.1,0.8469,0.1799,0.348,1,52716,1.128,23.0,ok
2059,559,2,spotted,0.1,0.9775,0.035,0.3437,1,9365,1.045,2.3,ok
2060,560,2,darkest,0.1,0.9991,0.075,0.3622,0,5988,0.998,0.1,ref_iou_drift
2060,560,2,brownish,0.1,0.9738,0.0,0.3322,1,14201,1.032,3.9,ok
2060,560,2,orange,0.1,0.9066,0.2225,0.3787,0,52331,0.993,14.0,ok
2060,560,2,spotted,0.1,0.9686,0.029,0.3393,1,9734,1.039,4.7,ok
2061,561,2,darkest,0.1,0.9983,0.0745,0.3619,0,6008,1.003,0.2,ref_iou_drift
2061,561,2,brownish,0.1,0.9633,0.0,0.329,1,13814,0.973,5.5,ok
2061,561,2,orange,0.1,0.9061,0.2715,0.3933,0,54680,1.045,14.1,ok
2061,561,2,spotted,0.1,0.9742,0.0236,0.3394,1,9851,1.012,3.9,ok
2062,562,2,darkest,0.1,0.9986,0.0744,0.3619,0,6015,1.001,0.2,ref_iou_drift
2062,562,2,brownish,0.1,0.9415,0.0,0.3224,1,14176,1.026,8.8,ok
2062,562,2,orange,0.1,0.9082,0.3164,0.4074,0,57486,1.051,13.8,ok
2062,562,2,spotted,0.1,0.966,0.018,0.3352,1,9956,1.011,5.1,ok
2063,563,2,darkest,0.1,0.9976,0.0739,0.3614,0,5986,0.995,0.1,ref_iou_drift
2063,563,2,brownish,0.1,0.9585,0.0,0.3276,1,13851,0.977,6.2,ok
2063,563,2,orange,0.1,0.913,0.3579,0.4213,0,60255,1.048,13.0,ok
2063,563,2,spotted,0.1,0.9635,0.0156,0.3337,1,9278,0.932,2.5,ok
2064,564,2,darkest,0.1,0.998,0.0734,0.3614,0,5962,0.996,0.0,ref_iou_drift
2064,564,2,brownish,0.1,0.95,0.0,0.325,1,13790,0.996,7.5,ok
2064,564,2,orange,0.1,0.9425,0.386,0.4385,0,62813,1.042,8.6,ok
2064,564,2,spotted,0.1,0.9519,0.0128,0.3294,1,9452,1.019,7.2,ok
2065,565,2,darkest,0.1,0.9979,0.073,0.3613,0,5937,0.996,0.1,ref_iou_drift
2065,565,2,brownish,0.1,0.9536,0.0,0.3261,1,13687,0.993,7.0,ok
2065,565,2,orange,0.1,0.9074,0.4392,0.444,0,66145,1.053,13.9,ok
2065,565,2,spotted,0.1,0.9434,0.0105,0.3262,1,9392,0.994,8.5,ok
2066,566,2,darkest,0.1,0.9981,0.0717,0.3609,0,5914,0.996,0.2,ref_iou_drift
2066,566,2,brownish,0.1,0.9615,0.0,0.3284,1,13457,0.983,5.8,ok
2066,566,2,orange,0.1,0.9128,0.4889,0.4605,0,67211,1.016,13.1,ok
2066,566,2,spotted,0.1,0.9686,0.0093,0.3334,1,9133,0.972,4.7,ok
2067,567,2,darkest,0.1,0.9981,0.0707,0.3606,0,5892,0.996,0.1,ref_iou_drift
2067,567,2,brownish,0.1,0.9741,0.0,0.3322,1,13773,1.023,3.9,ok
2067,567,2,orange,0.1,0.9132,0.537,0.4751,0,65892,0.98,13.0,ok
2067,567,2,spotted,0.1,0.9824,0.0082,0.3372,1,9185,1.006,2.6,ok
2068,568,2,darkest,0.1,0.9984,0.0694,0.3603,0,5873,0.997,0.2,ref_iou_drift
2068,568,2,brownish,0.1,0.9765,0.0,0.333,1,13784,1.001,3.5,ok
2068,568,2,orange,0.1,0.9074,0.5892,0.489,0,68997,1.047,13.9,ok
2068,568,2,spotted,0.1,0.9738,0.006,0.3339,1,9142,0.995,3.9,ok
2069,569,2,darkest,0.1,0.9944,0.0679,0.3587,0,5939,1.011,0.3,ref_iou_drift
2069,569,2,brownish,0.1,0.9649,0.0,0.3295,1,13398,0.972,5.3,ok
2069,569,2,orange,0.1,0.8982,0.6392,0.5012,0,72249,1.047,15.3,ok
2069,569,2,spotted,0.1,0.9657,0.0039,0.3309,1,9116,0.997,5.1,ok
2070,570,2,darkest,0.1,0.9961,0.0668,0.3589,0,5985,1.008,0.2,ref_iou_drift
2070,570,2,brownish,0.1,0.9745,0.0,0.3324,1,13239,0.988,3.8,ok
2070,570,2,orange,0.1,0.8865,0.6791,0.5097,0,78123,1.081,17.0,ok
2070,570,2,spotted,0.1,0.9513,0.0012,0.3258,1,9101,0.998,7.3,ok
2071,571,2,darkest,0.1,0.9889,0.0727,0.3585,0,5960,0.996,1.7,ref_iou_drift
2071,571,2,brownish,0.1,0.9811,0.0,0.3343,1,13366,1.01,2.8,ok
2071,571,2,orange,0.1,0.9008,0.6515,0.5057,0,79120,1.013,14.9,ok
2071,571,2,spotted,0.1,0.9578,0.0,0.3273,1,8752,0.962,6.3,ok
2072,572,2,darkest,0.1,0.9917,0.078,0.3609,0,5923,0.994,1.2,ref_iou_drift
2072,572,2,brownish,0.1,0.9816,0.0,0.3345,1,13357,0.999,2.8,ok
2072,572,2,orange,0.1,0.0,0.6262,0.2279,1,81937,0.0,,oversized
2072,572,2,spotted,0.1,0.9616,0.0,0.3285,1,8658,0.989,5.8,ok
2073,573,2,darkest,0.1,0.9924,0.0754,0.3603,0,5865,0.99,1.1,ref_iou_drift
2073,573,2,brownish,0.1,0.9579,0.0,0.3274,1,13770,1.031,6.3,ok
2073,573,2,orange,0.1,0.0,0.6283,0.2285,1,84604,0.0,,oversized
2073,573,2,spotted,0.1,0.9663,0.0,0.3299,1,8406,0.971,5.1,ok
2074,574,2,darkest,0.1,0.9964,0.0754,0.3615,0,5826,0.993,0.5,ref_iou_drift
2074,574,2,brownish,0.1,0.9585,0.0,0.3275,1,13804,1.002,6.2,ok
2074,574,2,orange,0.1,0.0,0.5825,0.2147,1,83161,0.0,,oversized
2074,574,2,spotted,0.1,0.9756,0.0,0.3327,1,8431,1.003,3.7,ok
2075,575,2,darkest,0.1,0.9857,0.079,0.3594,0,5664,0.972,0.2,ref_iou_drift
2075,575,2,brownish,0.1,0.9595,0.0,0.3279,1,13857,1.004,6.1,ok
2075,575,2,orange,0.1,0.0,0.5453,0.2036,1,85541,0.0,,oversized
2075,575,2,spotted,0.1,0.9594,0.0,0.3278,1,9115,1.081,4.1,ok
2076,576,2,darkest,0.1,0.9905,0.0816,0.3616,0,5729,1.011,1.4,ref_iou_drift
2076,576,2,brownish,0.1,0.9539,0.0,0.3262,1,13837,0.999,6.9,ok
2076,576,2,orange,0.1,0.0,0.4698,0.1809,1,83382,0.0,,oversized
2076,576,2,spotted,0.1,0.9743,0.0,0.3323,1,9090,0.997,3.9,ok
2077,577,2,darkest,0.1,0.9882,0.1014,0.3669,0,5676,0.991,1.8,ok
2077,577,2,brownish,0.1,0.9639,0.0,0.3292,1,13788,0.996,5.4,ok
2077,577,2,orange,0.1,0.0,0.4594,0.1778,1,84807,0.0,,oversized
2077,577,2,spotted,0.1,0.9825,0.0,0.3348,1,9282,1.021,2.6,ok
2078,578,2,darkest,0.1,0.9825,0.1183,0.3702,0,5522,0.973,2.6,ok
2078,578,2,brownish,0.1,0.9697,0.0,0.3309,1,13523,0.981,4.5,ok
2078,578,2,orange,0.1,0.9232,0.4409,0.4492,0,78843,0.93,11.5,ok
2078,578,2,spotted,0.1,0.9969,0.0,0.3391,1,9340,1.006,0.3,ok
2079,579,2,darkest,0.1,0.981,0.1337,0.3744,0,5351,0.969,2.9,ok
2079,579,2,brownish,0.1,0.9715,0.0,0.3314,1,13314,0.985,4.3,ok
2079,579,2,orange,0.1,0.876,0.396,0.4216,0,69090,0.876,18.6,ok
2079,579,2,spotted,0.1,0.9818,0.0,0.3345,1,9620,1.03,2.7,ok
2080,580,2,darkest,0.1,0.9839,0.1506,0.3803,0,5184,0.969,2.3,ok
2080,580,2,brownish,0.1,0.9817,0.0,0.3345,1,13700,1.029,2.7,ok
2080,580,2,orange,0.1,0.91,0.3588,0.4206,0,59572,0.862,13.5,ok
2080,580,2,spotted,0.1,0.9807,0.0,0.3342,1,9986,1.038,2.9,ok
2081,581,2,darkest,0.1,0.9853,0.1658,0.3853,0,5140,0.992,2.2,ok
2081,581,2,brownish,0.1,0.9766,0.0,0.333,1,13232,0.966,3.5,ok
2081,581,2,orange,0.1,0.8187,0.2986,0.3752,0,47598,0.799,27.2,ok
2081,581,2,spotted,0.1,0.9436,0.0,0.3231,1,11112,1.113,5.1,ok
2082,582,2,darkest,0.1,0.9924,0.1745,0.3901,0,5125,0.997,1.1,ok
2082,582,2,brownish,0.1,0.9865,0.0,0.336,1,13299,1.005,2.0,ok
2082,582,2,orange,0.1,0.8681,0.2734,0.3825,0,38524,0.809,19.8,ok
2082,582,2,spotted,0.1,0.9498,0.0,0.3249,1,12227,1.1,2.7,ok
2083,583,2,darkest,0.1,0.9971,0.1798,0.3931,0,5150,1.005,0.4,ok
2083,583,2,brownish,0.1,0.9801,0.0,0.334,1,13503,1.015,3.0,ok
2083,583,2,orange,0.1,0.8374,0.1943,0.3495,1,31906,0.828,24.4,ok
2083,583,2,spotted,0.1,0.9568,0.0,0.3271,1,13013,1.064,6.5,ok
2084,584,2,darkest,0.1,0.978,0.2044,0.3947,0,5377,1.044,1.4,ok
2084,584,2,brownish,0.1,0.9729,0.0,0.3319,1,14104,1.045,4.1,ok
2084,584,2,orange,0.1,0.753,0.1268,0.304,1,27559,0.864,37.0,ok
2084,584,2,spotted,0.1,0.936,0.0,0.3208,1,12563,0.965,9.6,ok
2085,585,2,darkest,0.1,0.9767,0.2396,0.4049,0,5628,1.047,2.0,ok
2085,585,2,brownish,0.1,0.9772,0.0,0.3332,1,14075,0.998,3.4,ok
2085,585,2,orange,0.1,0.8327,0.0758,0.3126,1,20651,0.749,18.6,ok
2085,585,2,spotted,0.1,0.9335,0.0,0.3201,1,12968,1.032,10.0,ok
2086,586,2,darkest,0.1,0.9961,0.2386,0.4104,0,5644,1.003,0.6,ok
2086,586,2,brownish,0.1,0.9772,0.0,0.3332,1,14135,1.004,3.4,ok
2086,586,2,orange,0.1,0.4528,0.0334,0.1859,1,9860,0.477,30.7,ok
2086,586,2,spotted,0.1,0.9227,0.0,0.3168,1,11949,0.921,11.6,ok
2087,587,2,darkest,0.1,0.9913,0.2316,0.4069,0,5548,0.983,0.5,ok
2087,587,2,brownish,0.1,0.9781,0.0,0.3334,1,13819,0.978,3.3,ok
2087,587,2,orange,0.1,0.0,0.0008,0.0402,1,3275,0.332,17.9,area_jump
2087,587,2,spotted,0.1,0.9512,0.0,0.3254,1,12316,1.031,7.3,ok
2088,588,2,darkest,0.1,0.9917,0.2199,0.4035,0,5479,0.988,1.2,ok
2088,588,2,brownish,0.1,0.9678,0.0,0.3303,1,13310,0.963,4.8,ok
2088,588,2,orange,0.1,0.7059,0.0014,0.2522,1,2062,0.63,10.6,ok
2088,588,2,spotted,0.1,0.9532,0.0,0.326,1,13146,1.067,7.0,ok
2089,589,2,darkest,0.1,0.9924,0.21,0.4007,0,5397,0.985,0.7,ok
2089,589,2,brownish,0.1,0.9649,0.0,0.3295,1,12750,0.958,5.3,ok
2089,589,2,orange,0.1,0.5902,0.0,0.2171,1,3203,1.553,61.5,ok
2089,589,2,spotted,0.1,0.9403,0.0,0.3221,1,13935,1.06,9.0,ok
2090,590,2,darkest,0.1,0.9928,0.2011,0.3981,0,5320,0.986,0.9,ok
2090,590,2,brownish,0.1,0.9673,0.0,0.3302,1,12430,0.975,4.9,ok
2090,590,2,orange,0.1,0.4701,0.0,0.181,1,1555,0.485,42.8,ok
2090,590,2,spotted,0.1,0.9404,0.0,0.3221,1,14674,1.053,8.9,ok
2091,591,2,darkest,0.1,0.982,0.1838,0.3897,0,5135,0.965,1.2,ok
2091,591,2,brownish,0.1,0.9778,0.0,0.3334,1,12654,1.018,3.3,ok
2091,591,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2091,591,2,spotted,0.1,0.9486,0.0,0.3246,1,14931,1.018,7.7,ok
2092,592,2,darkest,0.1,0.9899,0.1654,0.3866,0,5068,0.987,1.5,ok
2092,592,2,brownish,0.1,0.9739,0.0,0.3322,1,12258,0.969,3.9,ok
2092,592,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2092,592,2,spotted,0.1,0.9504,0.0,0.3251,1,15263,1.022,7.4,ok
2093,593,2,darkest,0.1,0.994,0.1534,0.3842,0,5010,0.989,0.9,ok
2093,593,2,brownish,0.1,0.965,0.0,0.3295,1,12967,1.058,5.2,ok
2093,593,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2093,593,2,spotted,0.1,0.8688,0.0,0.3006,1,13743,0.9,19.7,ok
2094,594,2,darkest,0.1,0.9875,0.1434,0.3793,0,4888,0.976,0.7,ok
2094,594,2,brownish,0.1,0.9525,0.0,0.3257,1,12553,0.968,7.1,ok
2094,594,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2094,594,2,spotted,0.1,0.9413,0.0,0.3224,1,14848,1.08,8.8,ok
2095,595,2,darkest,0.1,0.9884,0.1327,0.3763,0,4777,0.977,0.7,ok
2095,595,2,brownish,0.1,0.9531,0.0,0.3259,1,12242,0.975,7.0,ok
2095,595,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2095,595,2,spotted,0.1,0.9315,0.0,0.3195,1,15924,1.072,10.3,ok
2096,596,2,darkest,0.1,0.9972,0.1323,0.3788,0,4751,0.995,0.4,ok
2096,596,2,brownish,0.1,0.965,0.0,0.3295,1,12258,1.001,5.3,ok
2096,596,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2096,596,2,spotted,0.1,0.9163,0.0,0.3149,1,15433,0.969,12.6,ok
2097,597,2,darkest,0.1,0.9911,0.1235,0.3744,0,4668,0.983,0.7,ok
2097,597,2,brownish,0.1,0.9709,0.0,0.3313,1,12503,1.02,4.4,ok
2097,597,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2097,597,2,spotted,0.1,0.9404,0.0,0.3221,1,16460,1.067,8.9,ok
2098,598,2,darkest,0.1,0.9797,0.0973,0.3631,0,4486,0.961,2.1,ref_iou_drift
2098,598,2,brownish,0.1,0.9199,0.0,0.316,1,11362,0.909,12.0,ok
2098,598,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2098,598,2,spotted,0.1,0.9467,0.0,0.324,1,16762,1.018,8.0,ok
2099,599,2,darkest,0.1,0.9866,0.0779,0.3594,0,4369,0.974,1.8,ref_iou_drift
2099,599,2,brownish,0.1,0.9741,0.0,0.3322,1,11434,1.006,3.9,ok
2099,599,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2099,599,2,spotted,0.1,0.9209,0.0,0.3163,1,16432,0.98,11.9,ok
2100,600,2,darkest,0.1,0.9823,0.0577,0.352,0,4256,0.974,2.7,ref_iou_drift
2100,600,2,brownish,0.1,0.9799,0.0,0.334,1,11324,0.99,3.0,ok
2100,600,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2100,600,2,spotted,0.1,0.9236,0.0,0.3171,1,17098,1.041,11.5,ok
2101,601,2,darkest,0.1,0.9806,0.0433,0.3472,1,4384,1.03,2.9,ok
2101,601,2,brownish,0.1,0.9866,0.0,0.336,1,11286,0.997,2.0,ok
2101,601,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2101,601,2,spotted,0.1,0.9066,0.0,0.312,1,16747,0.979,14.0,ok
2102,602,2,darkest,0.1,0.9798,0.0313,0.3433,1,4412,1.006,3.0,ok
2102,602,2,brownish,0.1,0.984,0.0,0.3352,1,11245,0.996,2.4,ok
2102,602,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2102,602,2,spotted,0.1,0.9345,0.0,0.3204,1,16076,0.96,9.8,ok
2103,603,2,darkest,0.1,0.9755,0.017,0.3378,1,4408,0.999,3.7,ok
2103,603,2,brownish,0.1,0.9776,0.0,0.3333,1,11556,1.028,3.4,ok
2103,603,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2103,603,2,spotted,0.1,0.9302,0.0,0.3191,1,16686,1.038,10.5,ok
2104,604,2,darkest,0.1,0.9795,0.0081,0.3363,1,4432,1.005,3.1,ok
2104,604,2,brownish,0.1,0.9766,0.0,0.333,1,11334,0.981,3.5,ok
2104,604,2,orange,0.1,0.0,1.0,0.34,1,0,0.0,,dropout
2104,604,2,spotted,0.1,0.9216,0.0,0.3165,1,17115,1.026,11.8,ok
2105,605,2,darkest,0.1,0.9769,0.0028,0.3339,1,4482,1.011,3.5,ok
2105,605,2,brownish,0.1,0.9631,0.0,0.3289,1,11262,0.994,5.5,ok
2105,605,2,orange,0.1,1.0,0.0,0.34,1,9301,1.0,,no_prev
2105,605,2,spotted,0.1,0.9102,0.0,0.3131,1,16096,0.94,13.5,ok
2106,606,2,darkest,0.1,0.9841,0.0005,0.3354,1,4550,1.015,2.4,ok
2106,606,2,brownish,0.1,0.9661,0.0,0.3298,1,11066,0.983,5.1,ok
2106,606,2,orange,0.1,0.8857,0.0,0.3057,1,11428,1.229,7.8,ok
2106,606,2,spotted,0.1,0.9385,0.0,0.3215,1,15930,0.99,9.2,ok
2107,607,2,darkest,0.1,0.9897,0.0,0.3369,1,4644,1.021,1.5,ok
2107,607,2,brownish,0.1,0.9703,0.0,0.3311,1,10813,0.977,4.5,ok
2107,607,2,orange,0.1,0.8277,0.0,0.2883,1,15366,1.345,7.5,ok
2107,607,2,spotted,0.1,0.9474,0.0,0.3242,1,16296,1.023,7.9,ok
2108,608,2,darkest,0.1,0.9911,0.0,0.3373,1,4666,1.005,1.3,ok
2108,608,2,brownish,0.1,0.9765,0.0,0.333,1,10625,0.983,3.5,ok
2108,608,2,orange,0.1,0.9668,0.0,0.33,1,14439,0.94,5.0,ok
2108,608,2,spotted,0.1,0.9554,0.0,0.3266,1,16592,1.018,6.7,ok
2109,609,2,darkest,0.1,0.9925,0.0,0.3378,1,4610,0.988,1.1,ok
2109,609,2,brownish,0.1,0.9802,0.0,0.3341,1,10542,0.992,3.0,ok
2109,609,2,orange,0.1,0.7791,0.0,0.2737,1,20819,1.442,20.3,ok
2109,609,2,spotted,0.1,0.9728,0.0,0.3318,1,16630,1.002,4.1,ok
2110,610,2,darkest,0.1,0.9966,0.0,0.339,1,4632,1.005,0.5,ok
2110,610,2,brownish,0.1,0.9828,0.0,0.3348,1,10389,0.985,2.6,ok
2110,610,2,orange,0.1,0.8556,0.0,0.2967,1,25471,1.223,21.7,ok
2110,610,2,spotted,0.1,0.9695,0.0,0.3309,1,16595,0.998,4.6,ok
2111,611,2,darkest,0.1,0.9918,0.0,0.3375,1,4708,1.016,0.7,ok
2111,611,2,brownish,0.1,0.9837,0.0,0.3351,1,10153,0.977,2.4,ok
2111,611,2,orange,0.1,0.8675,0.0,0.3002,1,32222,1.265,19.3,ok
2111,611,2,spotted,0.1,0.965,0.0,0.3295,1,16655,1.004,5.3,ok
2112,612,2,darkest,0.1,0.9957,0.0,0.3387,1,4712,1.001,0.6,ok
2112,612,2,brownish,0.1,0.9833,0.0,0.335,1,10161,1.001,2.5,ok
2112,612,2,orange,0.1,0.8923,0.0,0.3077,1,37513,1.164,16.1,ok
2112,612,2,spotted,0.1,0.9772,0.0,0.3332,1,17414,1.046,3.1,ok
2113,613,2,darkest,0.1,0.9977,0.0,0.3393,1,4719,1.001,0.3,ok
2113,613,2,brownish,0.1,0.9742,0.0,0.3323,1,9916,0.976,3.9,ok
2113,613,2,orange,0.1,0.8981,0.0,0.3094,1,43608,1.162,15.3,ok
2113,613,2,spotted,0.1,0.9764,0.0,0.3329,1,17474,1.003,3.5,ok
2114,614,2,darkest,0.1,0.9955,0.0,0.3387,1,4761,1.009,0.4,ok
2114,614,2,brownish,0.1,0.9818,0.0,0.3345,1,9954,1.004,2.7,ok
2114,614,2,orange,0.1,0.8545,0.0,0.2963,1,48097,1.103,21.8,ok
2114,614,2,spotted,0.1,0.969,0.0,0.3307,1,16847,0.964,4.7,ok
2115,615,2,darkest,0.1,0.9978,0.0,0.3393,1,4740,0.996,0.2,ok
2115,615,2,brownish,0.1,0.9725,0.0,0.3317,1,9791,0.984,4.1,ok
2115,615,2,orange,0.1,0.8053,0.0006,0.2818,1,48995,1.019,29.2,ok
2115,615,2,spotted,0.1,0.9375,0.0,0.3213,1,15097,0.896,9.4,ok
2116,616,2,darkest,0.1,0.9963,0.0,0.3389,1,4775,1.007,0.2,ok
2116,616,2,brownish,0.1,0.9816,0.0,0.3345,1,9700,0.991,2.8,ok
2116,616,2,orange,0.1,0.8172,0.0089,0.2878,1,52103,1.063,27.4,ok
2116,616,2,spotted,0.1,0.9774,0.0,0.3332,1,15089,0.999,3.4,ok
2117,617,2,darkest,0.1,0.9937,0.0,0.3381,1,4716,0.988,0.5,ok
2117,617,2,brownish,0.1,0.992,0.0,0.3376,1,9695,0.999,1.2,ok
2117,617,2,orange,0.1,0.8553,0.0267,0.3046,1,57862,1.111,21.7,ok
2117,617,2,spotted,0.1,0.9692,0.0,0.3308,1,15178,1.006,4.6,ok
2118,618,2,darkest,0.1,0.9942,0.0,0.3383,1,4743,1.006,0.9,ok
2118,618,2,brownish,0.1,0.9922,0.0,0.3376,1,9556,0.986,1.2,ok
2118,618,2,orange,0.1,0.8486,0.0665,0.3145,1,61877,1.069,22.7,ok
2118,618,2,spotted,0.1,0.983,0.0,0.3349,1,15435,1.017,2.6,ok
2119,619,2,darkest,0.1,0.9894,0.0,0.3368,1,4682,0.987,1.6,ok
2119,619,2,brownish,0.1,0.9945,0.0,0.3383,1,9477,0.992,0.8,ok
2119,619,2,orange,0.1,0.7574,0.1051,0.2987,1,61520,0.994,36.4,ok
2119,619,2,spotted,0.1,0.9618,0.0,0.3285,1,14904,0.966,5.7,ok
2120,620,2,darkest,0.1,0.9903,0.0,0.3371,1,4669,0.997,1.5,ok
2120,620,2,brownish,0.1,0.9927,0.0,0.3378,1,9474,1.0,1.1,ok
2120,620,2,orange,0.1,0.6224,0.1109,0.26,1,53732,0.873,56.6,ok
2120,620,2,spotted,0.1,0.9711,0.0,0.3313,1,14374,0.964,4.3,ok
2121,621,2,darkest,0.1,0.9866,0.0,0.336,1,4794,1.027,1.0,ok
2121,621,2,brownish,0.1,0.9787,0.0,0.3336,1,9877,1.043,2.4,ok
2121,621,2,orange,0.1,0.6724,0.0976,0.271,1,45921,0.855,49.1,ok
2121,621,2,spotted,0.1,0.9636,0.0,0.3291,1,13986,0.973,5.5,ok
2122,622,2,darkest,0.1,0.9839,0.0008,0.3354,1,4948,1.032,1.6,ok
2122,622,2,brownish,0.1,0.9728,0.0,0.3318,1,9945,1.007,4.1,ok
2122,622,2,orange,0.1,0.7902,0.1071,0.3092,1,44431,0.968,31.5,ok
2122,622,2,spotted,0.1,0.9703,0.0,0.3311,1,14119,1.01,4.5,ok
2123,623,2,darkest,0.1,0.9882,0.0029,0.3373,1,5065,1.024,1.0,ok
2123,623,2,brownish,0.1,0.9822,0.0,0.3347,1,9603,0.966,2.2,ok
2123,623,2,orange,0.1,0.7035,0.1089,0.2837,1,43386,0.976,44.5,ok
2123,623,2,spotted,0.1,0.9773,0.0,0.3332,1,14194,1.005,3.4,ok
2124,624,2,darkest,0.1,0.9921,0.0055,0.3393,1,5127,1.012,1.2,ok
2124,624,2,brownish,0.1,0.9801,0.0,0.334,1,9485,0.988,3.0,ok
2124,624,2,orange,0.1,0.7781,0.098,0.3028,1,45664,1.053,33.3,ok
2124,624,2,spotted,0.1,0.9669,0.0,0.3301,1,14573,1.027,5.0,ok
2125,625,2,darkest,0.1,0.9918,0.0064,0.3395,1,5211,1.016,0.7,ok
2125,625,2,brownish,0.1,0.971,0.0,0.3313,1,9197,0.97,4.4,ok
2125,625,2,orange,0.1,0.6511,0.0399,0.2473,1,37315,0.817,52.3,ok
2125,625,2,spotted,0.1,0.9748,0.0,0.3324,1,14223,0.976,3.8,ok
2126,626,2,darkest,0.1,0.997,0.0063,0.341,1,5223,1.002,0.4,ok
2126,626,2,brownish,0.1,0.9324,0.0,0.3197,1,9688,1.053,10.1,ok
2126,626,2,orange,0.1,0.8153,0.0198,0.2905,1,37526,1.006,27.7,ok
2126,626,2,spotted,0.1,0.9305,0.0,0.3192,1,12488,0.878,5.2,ok
2127,627,2,darkest,0.1,0.9946,0.004,0.3396,1,5172,0.99,0.8,ok
2127,627,2,brownish,0.1,0.9553,0.0,0.3266,1,9171,0.947,6.7,ok
2127,627,2,orange,0.1,0.7965,0.0001,0.279,1,36020,0.96,30.5,ok
2127,627,2,spotted,0.1,0.9695,0.0,0.3308,1,13251,1.061,4.0,ok
2128,628,2,darkest,0.1,0.9886,0.0022,0.3373,1,5057,0.978,0.8,ok
2128,628,2,brownish,0.1,0.9297,0.0,0.3189,1,8939,0.975,10.5,ok
2128,628,2,orange,0.1,0.7631,0.0,0.2689,1,31116,0.864,35.5,ok
2128,628,2,spotted,0.1,0.9498,0.0,0.3249,1,14179,1.07,7.5,ok
2129,629,2,darkest,0.1,0.9968,0.0022,0.3397,1,5025,0.994,0.3,ok
