video_frame,gt_frame,gt_id,reason,detail
2350,2338,113,small_disconnected_regions,
2351,2339,38,small_disconnected_regions,
2352,2340,38,small_disconnected_regions,
2353,2341,38,small_disconnected_regions,
2354,2342,38,small_disconnected_regions,
2355,2343,38,small_disconnected_regions,
2356,2344,38,small_disconnected_regions,
2358,2346,38,small_disconnected_regions,
2359,2347,38,small_disconnected_regions,
2361,2349,38,small_disconnected_regions,
2370,2358,75,small_disconnected_regions,
2370,2358,113,multiple_substantial_regions,
2370,2358,113,source_correspondence_uncertain,
2371,2359,75,small_disconnected_regions,
2371,2359,113,multiple_substantial_regions,
2371,2359,113,source_correspondence_uncertain,
2372,2360,75,small_disconnected_regions,
2372,2360,113,multiple_substantial_regions,
2372,2360,113,source_correspondence_uncertain,
2373,2361,113,centroid_jump,
2379,2367,75,small_disconnected_regions,
2379,2367,113,small_disconnected_regions,
2379,2367,113,source_correspondence_uncertain,
2380,2368,75,small_disconnected_regions,
2380,2368,113,small_disconnected_regions,
2380,2368,113,source_correspondence_uncertain,
2381,2369,75,small_disconnected_regions,
2381,2369,113,small_disconnected_regions,
2381,2369,113,source_correspondence_uncertain,
2382,2370,75,small_disconnected_regions,
2382,2370,113,small_disconnected_regions,
2382,2370,113,source_correspondence_uncertain,
2383,2371,113,small_disconnected_regions,
2384,2372,113,small_disconnected_regions,
2386,2374,38,small_disconnected_regions,
2386,2374,113,small_disconnected_regions,
2386,2374,113,source_correspondence_uncertain,
2390,2378,75,small_disconnected_regions,
2391,2379,38,small_disconnected_regions,
2397,2385,38,small_disconnected_regions,
2431,2419,75,multiple_substantial_regions,
2432,2420,38,small_disconnected_regions,
2434,2422,75,small_disconnected_regions,
2436,2424,75,small_disconnected_regions,
2438,2426,75,small_disconnected_regions,
2439,2427,75,small_disconnected_regions,
2440,2428,75,small_disconnected_regions,
2446,2434,75,small_disconnected_regions,
2451,2439,38,small_disconnected_regions,
2454,2442,38,small_disconnected_regions,
2455,2443,38,small_disconnected_regions,
2456,2444,75,small_disconnected_regions,
2520,2508,38,small_disconnected_regions,
2529,2517,38,small_disconnected_regions,
2530,2518,38,small_disconnected_regions,
2530,2518,75,small_disconnected_regions,
2531,2519,38,small_disconnected_regions,
2545,2533,38,small_disconnected_regions,
2570,2558,75,small_disconnected_regions,
2573,2561,75,small_disconnected_regions,
2605,2593,75,small_disconnected_regions,
2606,2594,75,small_disconnected_regions,
2620,2608,75,small_disconnected_regions,
2626,2614,75,small_disconnected_regions,
2641,2629,75,small_disconnected_regions,
2644,2632,75,small_disconnected_regions,
2645,2633,75,small_disconnected_regions,
2646,2634,75,small_disconnected_regions,
2647,2635,75,small_disconnected_regions,
2648,2636,75,small_disconnected_regions,
2649,2637,75,small_disconnected_regions,
2650,2638,75,small_disconnected_regions,
2651,2639,75,small_disconnected_regions,
2653,2641,75,small_disconnected_regions,
2688,2676,38,small_disconnected_regions,
2770,2758,113,small_disconnected_regions,
2781,2769,14,small_disconnected_regions,
2781,2769,38,small_disconnected_regions,
2804,2792,38,small_disconnected_regions,
2806,2794,38,small_disconnected_regions,
2839,2827,38,small_disconnected_regions,
2841,2829,38,small_disconnected_regions,
2855,2843,75,small_disconnected_regions,
2859,2847,75,small_disconnected_regions,
2862,2850,38,small_disconnected_regions,
2878,2866,38,small_disconnected_regions,
2896,2884,75,small_disconnected_regions,
2898,2886,75,small_disconnected_regions,
2902,2890,38,small_disconnected_regions,
2902,2890,75,small_disconnected_regions,
2904,2892,75,small_disconnected_regions,
2905,2893,75,small_disconnected_regions,
2906,2894,75,multiple_substantial_regions,
2906,2894,75,centroid_jump,
2907,2895,75,small_disconnected_regions,
2907,2895,75,centroid_jump,
2912,2900,14,small_disconnected_regions,
2912,2900,75,small_disconnected_regions,
2915,2903,14,small_disconnected_regions,
2916,2904,75,small_disconnected_regions,
2926,2914,38,small_disconnected_regions,
2931,2919,38,small_disconnected_regions,
2932,2920,38,small_disconnected_regions,
2933,2921,38,small_disconnected_regions,
2934,2922,38,small_disconnected_regions,
2935,2923,38,small_disconnected_regions,
2936,2924,38,small_disconnected_regions,
2941,2929,38,area_change,
2943,2931,38,area_change,
2948,2936,14,small_disconnected_regions,
2985,2973,14,small_disconnected_regions,
2987,2975,38,small_disconnected_regions,
2989,2977,14,small_disconnected_regions,
2990,2978,14,small_disconnected_regions,
2991,2979,14,small_disconnected_regions,
2992,2980,38,small_disconnected_regions,
2995,2983,14,small_disconnected_regions,
2996,2984,14,small_disconnected_regions,
3000,2988,38,small_disconnected_regions,
3007,2995,38,small_disconnected_regions,
3008,2996,38,small_disconnected_regions,
3013,3001,38,small_disconnected_regions,
3032,3020,14,small_disconnected_regions,
3080,3068,75,small_disconnected_regions,
3082,3070,75,centroid_jump,
3083,3071,75,small_disconnected_regions,
3084,3072,75,small_disconnected_regions,
3085,3073,75,centroid_jump,
3086,3074,38,small_disconnected_regions,
3086,3074,38,source_correspondence_uncertain,
3098,3086,75,small_disconnected_regions,
3153,3141,38,small_disconnected_regions,
3160,3148,38,small_disconnected_regions,
3234,3222,38,small_disconnected_regions,
3239,3227,38,small_disconnected_regions,
3241,3229,38,small_disconnected_regions,
3244,3232,38,small_disconnected_regions,
3246,3234,38,small_disconnected_regions,
3247,3235,75,area_change,
3250,3238,38,small_disconnected_regions,
3251,3239,38,small_disconnected_regions,
3253,3241,38,small_disconnected_regions,
3254,3242,38,small_disconnected_regions,
3259,3247,113,small_disconnected_regions,
3260,3248,113,small_disconnected_regions,
3261,3249,113,small_disconnected_regions,
3262,3250,113,small_disconnected_regions,
3279,3267,75,multiple_substantial_regions,
3283,3271,75,multiple_substantial_regions,
3284,3272,75,small_disconnected_regions,
3284,3272,75,area_change,
3285,3273,75,area_change,
3299,3287,38,small_disconnected_regions,
3302,3290,38,small_disconnected_regions,
3307,3295,38,small_disconnected_regions,
3308,3296,38,small_disconnected_regions,
3310,3298,75,area_change,
3322,3310,38,small_disconnected_regions,
3323,3311,38,small_disconnected_regions,
3327,3315,38,small_disconnected_regions,
3328,3316,38,small_disconnected_regions,
3333,3321,75,small_disconnected_regions,
3333,3321,113,small_disconnected_regions,
3337,3325,38,tiny_target_region,
3380,3368,75,small_disconnected_regions,
3413,3401,38,centroid_jump,
3414,3402,38,small_disconnected_regions,
3415,3403,38,centroid_jump,
3415,3403,38,area_change,
3419,3407,75,small_disconnected_regions,
3438,3426,113,small_disconnected_regions,
3440,3428,113,small_disconnected_regions,
3443,3431,14,small_disconnected_regions,
3444,3432,14,small_disconnected_regions,
3450,3438,14,small_disconnected_regions,
3458,3446,75,small_disconnected_regions,
3463,3451,14,small_disconnected_regions,
3471,3459,75,small_disconnected_regions,
3472,3460,75,small_disconnected_regions,
3473,3461,38,small_disconnected_regions,
3474,3462,75,small_disconnected_regions,
3474,3462,113,small_disconnected_regions,
3475,3463,113,small_disconnected_regions,
3476,3464,113,small_disconnected_regions,
3478,3466,75,small_disconnected_regions,
3482,3470,14,small_disconnected_regions,
3482,3470,75,small_disconnected_regions,
3483,3471,14,small_disconnected_regions,
3483,3471,75,small_disconnected_regions,
3484,3472,14,small_disconnected_regions,
3485,3473,75,small_disconnected_regions,
3487,3475,113,small_disconnected_regions,
3489,3477,75,small_disconnected_regions,
3494,3482,113,small_disconnected_regions,
3498,3486,75,small_disconnected_regions,
3499,3487,38,small_disconnected_regions,
3500,3488,38,small_disconnected_regions,
3501,3489,38,small_disconnected_regions,
3502,3490,38,small_disconnected_regions,
3503,3491,38,small_disconnected_regions,
3503,3491,75,small_disconnected_regions,
3509,3497,38,small_disconnected_regions,
3512,3500,38,small_disconnected_regions,
3519,3507,14,small_disconnected_regions,
3519,3507,38,small_disconnected_regions,
3519,3507,75,small_disconnected_regions,
3520,3508,14,small_disconnected_regions,
3520,3508,38,small_disconnected_regions,
3520,3508,75,small_disconnected_regions,
3533,3521,38,small_disconnected_regions,
3578,3566,38,small_disconnected_regions,
3579,3567,38,small_disconnected_regions,
3581,3569,38,small_disconnected_regions,
3582,3570,38,small_disconnected_regions,
3584,3572,38,small_disconnected_regions,
3584,3572,113,small_disconnected_regions,
3585,3573,38,small_disconnected_regions,
3586,3574,38,small_disconnected_regions,
3587,3575,38,small_disconnected_regions,
3588,3576,38,small_disconnected_regions,
3589,3577,38,small_disconnected_regions,
3589,3577,113,small_disconnected_regions,
3607,3595,113,small_disconnected_regions,
3625,3613,38,small_disconnected_regions,
3646,3634,38,small_disconnected_regions,
3647,3635,75,small_disconnected_regions,
3648,3636,38,small_disconnected_regions,
3649,3637,38,area_change,
3661,3649,75,small_disconnected_regions,
3725,3713,38,small_disconnected_regions,
3725,3713,75,small_disconnected_regions,
3726,3714,38,small_disconnected_regions,
3726,3714,75,small_disconnected_regions,
3729,3717,38,centroid_jump,
3730,3718,38,small_disconnected_regions,
3732,3720,38,small_disconnected_regions,
3732,3720,38,centroid_jump,
3733,3721,14,small_disconnected_regions,
3777,3765,38,small_disconnected_regions,
3792,3780,75,small_disconnected_regions,
3793,3781,75,small_disconnected_regions,
3794,3782,75,small_disconnected_regions,
